"","Year","ID1","code","ASAL","AvgTemp_MarMay","SDTemp_MarMay","Cum_DD_MarMay","HeatWDays_MarMay","MaxTemp_MarMay","AvgTemp_MarAug","SDTemp_MarAug","Cum_DD_MarAug","HeatWDays_MarAug","MaxTemp_MarAug","AvgTemp_OctDec","SDTemp_OctDec","Cum_DD_OctDec","HeatWDays_OctDec","MaxTemp_OctDec","SeasRain_MarMay","Prec2Months_MarMay","PrecStDev_MarMay","PrecCoefVar_MarMay","DrySpell_MarMay","DrSpell10_MarMay","DrSpell20_MarMay","MaxRain_MarMay","SeasRain_MarAug","Prec2Months_MarAug","PrecStDev_MarAug","PrecCoefVar_MarAug","DrySpell_MarAug","DrSpell10_MarAug","DrSpell20_MarAug","MaxRain_MarAug","SeasRain_OctDec","Prec2Months_OctDec","PrecStDev_OctDec","PrecCoefVar_OctDec","DrySpell_OctDec","DrSpell10_OctDec","DrSpell20_OctDec","MaxRain_OctDec","DrySpell4_MAM","DrySpell4_MAMJJA","DrySpell4_OND","HeatWDays_Mar","HeatWDays_Apr","HeatWDays_May","HeatWDays_Jun","HeatWDays_Jul","HeatWDays_Aug","HeatWDays_Sep","HeatWDays_Oct","HeatWDays_Nov","HeatWDays_Dec","DrySpell10_Mar","DrySpell4_Mar","DrySpell10_Apr","DrySpell4_Apr","DrySpell10_May","DrySpell4_May","DrySpell10_Jun","DrySpell4_Jun","DrySpell10_Jul","DrySpell4_Jul","DrySpell10_Aug","DrySpell4_Aug","DrySpell10_Sep","DrySpell4_Sep","DrySpell10_Oct","DrySpell4_Oct","DrySpell10_Nov","DrySpell4_Nov","DrySpell10_Dec","DrySpell4_Dec","name","Admin1","county","Admin2","Area","Yield","MT","west1","AvgTemp_OctDec_L1","SDTemp_OctDec_L1","Cum_DD_OctDec_L1","HeatWDays_OctDec_L1","MaxTemp_OctDec_L1","SeasRain_OctDec_L1","Prec2Months_OctDec_L1","PrecStDev_OctDec_L1","PrecCoefVar_OctDec_L1","DrySpell_OctDec_L1","DrSpell10_OctDec_L1","DrSpell20_OctDec_L1","MaxRain_OctDec_L1","DrySpell4_OND_L1","HeatWDays_Sep_L1","HeatWDays_Oct_L1","HeatWDays_Nov_L1","HeatWDays_Dec_L1","DrySpell10_Sep_L1","DrySpell4_Sep_L1","DrySpell10_Oct_L1","DrySpell4_Oct_L1","DrySpell10_Nov_L1","DrySpell4_Nov_L1","DrySpell10_Dec_L1","DrySpell4_Dec_L1"
"48-2000","2000","48",51393,0,20.1,0.6,1848.3,0,24.6,19.2,1.1,3528.7,0,24.3,19,0.6,1748.3,0,25.2,249.5,119.1,5.5,2.1,15.4,2.1,0.1,30.8,670.3,119.1,6.7,1.9,16.2,2.7,0.3,35.9,270.8,224.2,5.4,1.8,19.3,1.2,0.4,26.3,6,11.1,5.8,0,0,0,0,0,0,0,0,0,0,1.3,2.4,0,2.3,0.8,1.2,0.3,2,0,1.4,0.1,2,0.5,3.3,0,2,0,2,1,1.9,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",58000,2.7,156510,1,18.7,0.6,1721.1,0,24.6,260.1,210.2,7.1,2.5,18.7,1.8,0.1,41.5,6.7,0,0,0,0,0.1,2.9,0.3,1.7,0.2,3.3,1.3,1.9
"48-2001","2001","48",51393,0,19,0.6,1747.6,0,25.9,18.4,0.8,3392.8,0,24.7,19,0.5,1745.8,0,24.9,413.8,281,8.3,1.9,11.9,1.3,0,40.2,857.5,281,8,1.7,12,2.1,0,42,327.8,308.2,7.3,2,18.8,2.3,0.5,37.2,5.7,11.6,5.7,0,0,0,0,0,0,0,0,0,0,0.4,2.3,0.5,1.8,0.5,1.6,0.5,1.8,0.1,2.1,0,1.8,0.8,1.8,0.3,1.9,0.9,1.8,1.1,2.2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",61800,2.88,177984,1,19,0.6,1748.3,0,25.2,270.8,224.2,5.4,1.8,19.3,1.2,0.4,26.3,5.8,0,0,0,0,0.5,3.3,0,2,0,2,1,1.9
"48-2002","2002","48",51393,0,19.4,0.7,1787.2,0,26.6,18.8,0.9,3454.3,0,25,18.8,0.6,1734.1,0,24.6,450.5,241.5,9.4,1.9,17.8,1.5,0.5,45,798.1,241.5,9.1,2.1,20,3.8,1.1,52.2,331.2,181,8.4,2.3,19.7,2,0.8,51.8,5.5,11.3,5.2,0,0,0,0,0,0,0,0,0,0,0.9,1.5,0,2.6,0.4,1.5,0.6,2.8,1,2.3,0.2,2,0.2,2.7,0.1,2.2,0.2,3.3,0.9,1.2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",49000,2.52,123492,1,19,0.5,1745.8,0,24.9,327.8,308.2,7.3,2,18.8,2.3,0.5,37.2,5.7,0,0,0,0,0.8,1.8,0.3,1.9,0.9,1.8,1.1,2.2
"48-2003","2003","48",51393,0,19.9,1.1,1828.9,0,26,19,1.3,3489.1,0,24.9,19.3,0.6,1772.6,0,26,577.6,334.2,9.9,1.6,16.5,1.8,0.4,40,1061.5,334.2,9.5,1.6,17.3,3.4,0.4,42.5,183.5,128.6,5.2,2.6,21.8,2.4,1.2,27.6,4.7,9.5,6.2,0,0,0,0,0,0,0,0,0,0,0.9,1.7,0.8,1.2,0,1.9,0.3,2.3,0.5,1.8,0.4,1,0.4,1.7,0.2,2.3,1,2.2,1.2,2.1,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",45263.7,2.61,117996.16,1,18.8,0.6,1734.1,0,24.6,331.2,181,8.4,2.3,19.7,2,0.8,51.8,5.2,0,0,0,0,0.2,2.7,0.1,2.2,0.2,3.3,0.9,1.2
"48-2004","2004","48",51393,0,19.8,1,1823.6,0,25.7,19,1.1,3495.9,0,24.6,19.1,0.5,1754.6,0,24.8,465.8,349.1,8.8,1.7,18.7,2.5,0.6,38,790.4,349.1,9.1,2.1,29.8,4,1.2,60.8,244.1,196.2,6.1,2.3,14.5,1.6,0.2,31.3,4.3,8.7,8.2,0,0,0,0,0,0,0,0,0,0,1.5,2,0,1.2,1,1.1,1.3,2.4,0.8,2.4,0.3,1.3,1.1,1.3,0.4,2.6,0,3,0.5,3.5,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",63585,2.97,188866,1,19.3,0.6,1772.6,0,26,183.5,128.6,5.2,2.6,21.8,2.4,1.2,27.6,6.2,0,0,0,0,0.4,1.7,0.2,2.3,1,2.2,1.2,2.1
"48-2005","2005","48",51393,0,20.2,1,1858.5,0,25.9,19.1,1.4,3520.4,0,25,19.8,0.6,1820.8,0,24.9,459.2,218.5,7.5,1.5,10.3,1.4,0,34,849.3,218.5,8.8,1.9,15,2.4,0.1,52.5,146.3,117.8,4.7,2.9,24.6,2.9,1.1,32.1,3.5,10.4,4.9,0,0,0,0,0,0,0,0,0,0,0.2,2.3,0.5,2,0,0.2,0.2,2.6,0.7,1.7,0,2.1,0.5,2.3,0.9,2.2,1,1.7,1,1,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",65758,3.87,254509,1,19.1,0.5,1754.6,0,24.8,244.1,196.2,6.1,2.3,14.5,1.6,0.2,31.3,8.2,0,0,0,0,1.1,1.3,0.4,2.6,0,3,0.5,3.5
"48-2006","2006","48",51393,0,19.6,0.6,1806.9,0,25.8,19.1,0.8,3523.4,0,24.4,19.1,0.6,1757.6,0,25.3,454.3,327.4,8.3,1.7,9.2,0.6,0,38.3,838.4,327.4,8.4,1.8,13.3,1.4,0.1,52.3,457,343.2,10.1,2,18.3,2.7,0.7,51.6,6.2,12.4,5.2,0,0,0,0,0,0,0,0,0,0,0.2,2.6,0.1,1.5,0.2,2.1,0.5,1.8,0.2,1.8,0,1.9,0,2.4,1,1.3,0.7,2.1,0.9,1.7,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",66000,4.05,267327,1,19.8,0.6,1820.8,0,24.9,146.3,117.8,4.7,2.9,24.6,2.9,1.1,32.1,4.9,0,0,0,0,0.5,2.3,0.9,2.2,1,1.7,1,1
"48-2007","2007","48",51393,0,19.9,0.6,1829.7,0,25.9,18.9,1.1,3481.5,0,25,19.1,0.4,1760.1,0,24.2,400,244.9,9.3,2.2,18.1,2.4,0.5,43.9,947,244.9,9.3,1.8,18.4,3.2,0.6,47.4,136.3,109.5,4.1,2.8,16.7,2.4,0.2,25.6,6.4,10.9,6.9,0,0,0,0,0,0,0,0,0,0,1.2,2.8,0.3,2,0.3,2.9,0.1,1.7,0.7,1.4,0,1.3,0,1,0.6,2.3,0.7,2.2,0.8,2.4,"Uasin Gishu",NA,NA,NA,NA,NA,NA,NA,19.1,0.6,1757.6,0,25.3,457,343.2,10.1,2,18.3,2.7,0.7,51.6,5.2,0,0,0,0,0,2.4,1,1.3,0.7,2.1,0.9,1.7
"48-2008","2008","48",51393,0,19.5,0.7,1791.4,0,26.5,18.9,0.9,3468.7,0,25.1,19.2,0.7,1764.3,0,25.9,313.4,207.9,6.8,2,12.1,1.5,0,37.2,760.8,207.9,7.4,1.8,13,2.1,0,40.8,316.3,300,7.9,2.3,25,1.8,1.3,40.9,6.6,11.8,5,0,0,0,0,0,0,0,0,0,0,0,2.1,0,2.8,0.4,2.1,0.4,2,0,1.3,0,1.6,0,2.3,0,2.2,0.8,1.4,1,1.3,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",65262.54,3.72,242875.03,1,19.1,0.4,1760.1,0,24.2,136.3,109.5,4.1,2.8,16.7,2.4,0.2,25.6,6.9,0,0,0,0,0,1,0.6,2.3,0.7,2.2,0.8,2.4
"48-2009","2009","48",51393,0,20.4,1,1879.1,0,25.4,19.7,1.1,3631.9,0,24.6,19.7,0.5,1810.2,0,24.6,381.8,205.8,9,2.2,24.1,1.7,0.7,44.6,654.5,205.8,8.6,2.4,24.1,2.9,0.8,63.1,330.1,151.8,8,2.2,14.1,2.3,0.2,45,5.7,12.6,7,0,0,0,0,0,0,0,0,0,0,1.2,1.4,0.5,2.3,0,2,0.4,3,0.3,2.3,0.2,2,0.3,2,0.3,2,0.7,2.2,0.7,2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",85002,2.76,234415.8,1,19.2,0.7,1764.3,0,25.9,316.3,300,7.9,2.3,25,1.8,1.3,40.9,5,0,0,0,0,0,2.3,0,2.2,0.8,1.4,1,1.3
"48-2010","2010","48",51393,0,20.1,0.5,1845.4,0,25.7,19.3,1,3557,0,24.9,19.5,0.5,1795.6,0,26.1,594.1,338.3,9.3,1.4,12.7,1.2,0,44.8,1036.7,338.3,8.7,1.5,13.1,2.1,0,45.3,208.9,170.2,5,2.2,15.3,2.2,0.1,25.7,3.8,8.7,6.8,0,0,0,0,0,0,0,0,0,0,0.9,1,0.2,1.1,0,1.6,0.3,1.6,0.2,1.8,0,1.4,0,1.4,0,2.1,0.5,2.6,1,2.8,"Uasin Gishu",NA,NA,NA,NA,NA,NA,NA,19.7,0.5,1810.2,0,24.6,330.1,151.8,8,2.2,14.1,2.3,0.2,45,7,0,0,0,0,0.3,2,0.3,2,0.7,2.2,0.7,2
"48-2011","2011","48",51393,0,20.3,0.8,1870.6,0,27.1,19.5,1.1,3588.8,0,25.9,18.9,0.6,1737.6,0,24.8,356.3,219.7,8.6,2.2,21.7,2.8,0.8,47.5,913.5,219.7,8.3,1.7,21.7,3.7,0.8,47.5,429.1,374.5,9.4,2,25,2.3,0.8,55.9,5.2,10.2,4.3,0,0,0,0,0,0,0,0,0,0,0.9,1.8,1,1.4,0.8,2,0.2,2.1,0.7,1.6,0,1.3,0,1,0.6,2,0.7,1,1,1.3,"Uasin Gishu",NA,NA,NA,NA,NA,NA,NA,19.5,0.5,1795.6,0,26.1,208.9,170.2,5,2.2,15.3,2.2,0.1,25.7,6.8,0,0,0,0,0,1.4,0,2.1,0.5,2.6,1,2.8
"48-2012","2012","48",51393,0,19.9,1.1,1832.1,0,26.6,19.1,1.2,3517.1,0,25.2,19.1,0.5,1759.2,0,25.4,632.7,342.9,9.4,1.4,23.3,1,0.9,40.8,1132.2,342.9,8.4,1.4,23.3,1.3,0.9,42,357.3,256.2,9.1,2.4,23.8,1.8,0.4,45.7,2.7,6.3,5.6,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0,0,1.4,0.1,1.4,0,1,0,1.4,0,1.8,0.5,2,0.6,1.7,1,2,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",91310,2.83,258042.06,1,18.9,0.6,1737.6,0,24.8,429.1,374.5,9.4,2,25,2.3,0.8,55.9,4.3,0,0,0,0,0,1,0.6,2,0.7,1,1,1.3
"48-2013","2013","48",51393,0,19.8,1,1824.1,0,26.3,19,1.1,3499,0,25.2,19.3,0.6,1771.1,0,25.3,587.9,435.1,8.7,1.4,17.5,1,0.5,41.7,1102.4,435.1,8.4,1.4,20.2,1.8,0.6,47.8,315.8,232,7.1,2.1,17.1,2.6,0.2,38.9,3.5,7.1,4.3,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1,1.5,0.5,1.8,0.1,2,0,0.5,0.2,1.8,0.2,1,0,2,1.5,2.1,"Uasin Gishu",NA,NA,NA,NA,NA,NA,NA,19.1,0.5,1759.2,0,25.4,357.3,256.2,9.1,2.4,23.8,1.8,0.4,45.7,5.6,0,0,0,0,0,1.8,0.5,2,0.6,1.7,1,2
"48-2014","2014","48",51393,0,20.1,0.8,1847.6,0,26.7,19.4,1,3572.9,0,25.6,19.4,0.5,1780.5,0,25.7,305.4,165,7,2.2,13.3,1.8,0,35.7,770,165,8.7,2.1,15.6,2.6,0.1,63.2,285.7,238.5,6.8,2.2,18.9,1.1,0.7,36.3,7.5,12.9,5.5,0,0,0,0,0,0,0,0,0,0,1,2.7,0.6,2.8,0.1,2.1,0,2,0.6,2.5,0.1,0.7,0.6,1.9,0,1.7,0.2,1.8,0.9,2.1,"Uasin Gishu","Rift Valley","Uasin Gishu","Uasin Gishu",96654,3.93,380140.18,1,19.3,0.6,1771.1,0,25.3,315.8,232,7.1,2.1,17.1,2.6,0.2,38.9,4.3,0,0,0,0,0.2,1.8,0.2,1,0,2,1.5,2.1
"49-1981","1981","49",51394,1,23,1,2115.5,0.2,29.4,22.4,1,4128.7,0.2,28.3,23.1,0.6,2126.1,0,28.2,365.5,308.7,6.9,1.8,14,1.5,0.2,35.8,620.5,308.7,5.9,1.8,16.3,2.8,0.3,35.9,102.8,80.4,3.7,3.3,24.5,3.4,0.9,23,6.2,11.4,6.3,0.2,0,0,0,0,0,0,0,0,0,0.3,2.2,0,2,0.8,2.4,1,2,0,1.6,0.3,1.7,0.3,2.6,0.8,3.2,1,2,1.5,2.5,"West Pokot","Rift Valley","West Pokot","West Pokot",10100,3.33,33633,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49-1982","1982","49",51394,1,23.7,1,2176.5,0,29.4,22.8,1.2,4201.5,0,28.4,22.3,0.7,2047.3,0,28.8,356.5,213.3,8,2.1,24,1.4,0.9,40.9,557,213.3,6.9,2.4,24,3.7,0.9,43.4,274.9,243,7,2.4,20.7,2.7,0.6,39.9,5.1,12.9,5.9,0,0,0,0,0,0,0,0,0,0,1,1.6,0.4,1.5,0,1.8,0.8,2.3,0.8,2.6,0.6,2.6,0.1,3.3,0.8,2.8,1,1,1,1.4,"West Pokot","Rift Valley","West Pokot","West Pokot",12800,3.15,40320,1,23.1,0.6,2126.1,0,28.2,102.8,80.4,3.7,3.3,24.5,3.4,0.9,23,6.3,0,0,0,0,0.3,2.6,0.8,3.2,1,2,1.5,2.5
"49-1983","1983","49",51394,1,24.4,0.9,2243.6,0.4,29.8,23.3,1.4,4282,0.4,28.7,22.6,0.5,2082.3,0,28.5,228.2,126.5,6.6,2.8,18.4,2.6,0.5,39.2,584.3,126.5,6.6,2.2,18.7,4.2,0.6,42.1,161.8,136.3,4.7,2.7,24.6,1.9,0.6,29,5.3,10.2,5.8,0.4,0,0,0,0,0,0,0,0,0,1.5,2.3,0.6,1.8,0.5,1.7,0.9,2.5,0.5,1.8,0,0.7,0.5,3.5,0.3,2,0.9,2.5,1,1.5,"West Pokot","Rift Valley","West Pokot","West Pokot",13200,3.89,51300,1,22.3,0.7,2047.3,0,28.8,274.9,243,7,2.4,20.7,2.7,0.6,39.9,5.9,0,0,0,0,0.1,3.3,0.8,2.8,1,1,1,1.4
"49-1984","1984","49",51394,1,24.1,0.8,2218.6,0,29,23.1,1.3,4244.1,0,28.1,22.5,0.6,2074,0,28.1,152.9,111.9,4.8,2.9,24.3,3.1,1,28.5,334.5,111.9,4.7,2.7,24.7,4.5,1.6,31.1,147.5,113.9,5.7,3.6,20.4,2,0.5,41.6,4.6,12.1,6.9,0,0,0,0,0,0,0,0,0,0,1.1,1.3,0.2,2.3,1.7,2,0.2,2.6,0.6,2.5,0.5,2.2,0.9,1.8,0.3,2.9,0.2,2.7,1.4,2,"West Pokot","Rift Valley","West Pokot","West Pokot",13000,2.25,29250,1,22.6,0.5,2082.3,0,28.5,161.8,136.3,4.7,2.7,24.6,1.9,0.6,29,5.8,0,0,0,0,0.5,3.5,0.3,2,0.9,2.5,1,1.5
"49-1985","1985","49",51394,1,23,1.1,2115,0.2,29,22.3,1.1,4105.4,0.2,27.9,22.9,0.7,2107.5,0,28.2,415.7,284.9,8.7,1.9,13.2,1.5,0,48.5,664.6,284.9,7.7,2.2,22.9,4.1,1.6,50.5,110.6,101.2,3.4,2.9,20.3,3.4,0.8,19.1,5.7,10.1,6.6,0.2,0,0,0,0,0,0,0,0,0,0.9,1.8,0,1.9,0.4,1.4,1.6,2.1,0.2,2.1,0.9,1.5,0.6,2.4,0.6,3,0.3,2.7,1.1,2.3,"West Pokot","Rift Valley","West Pokot","West Pokot",14712,2.25,33102,1,22.5,0.6,2074,0,28.1,147.5,113.9,5.7,3.6,20.4,2,0.5,41.6,6.9,0,0,0,0,0.9,1.8,0.3,2.9,0.2,2.7,1.4,2
"49-1986","1986","49",51394,1,23.4,0.9,2151,0,29.1,22.6,1.1,4154.9,0,28,23.2,0.7,2133.8,0,28.8,348.3,280.6,6.6,1.8,13.4,2.1,0.1,29.2,565.7,280.6,6.7,2.2,16.1,4.2,0.4,46.9,94.3,76.4,3.6,3.5,19.5,3.4,0.6,25.7,6,14,7.9,0,0,0,0,0,0,0,0,0,0,0.7,2.2,0,1.9,0.8,1.9,0.3,2.2,0.9,3.1,1,2.8,1.5,2.3,1.1,2.6,1.1,2.5,1.4,3.4,"West Pokot","Rift Valley","West Pokot","West Pokot",12650,2.25,28463,1,22.9,0.7,2107.5,0,28.2,110.6,101.2,3.4,2.9,20.3,3.4,0.8,19.1,6.6,0,0,0,0,0.6,2.4,0.6,3,0.3,2.7,1.1,2.3
"49-1987","1987","49",51394,1,24.1,1.2,2204.2,0.4,29.6,23.2,1.3,4254.5,0.4,28.4,23.7,0.7,2178.9,0,29,339.2,194.2,7,2,16.5,1.7,0.1,39.2,560.8,194.2,6.3,2.1,23,3.5,0.9,41.7,160.6,145.1,5.9,3.5,25.5,3.5,1.6,36.4,3.9,9.6,5.3,0.4,0,0,0,0,0,0,0,0,0,1,2,0.7,2.3,0,0.5,0.2,1.9,1,1.3,0.4,2.2,0.9,1.2,0.8,2.6,1.1,2,1,1.6,"West Pokot","Rift Valley","West Pokot","West Pokot",12450,2.25,28013,1,23.2,0.7,2133.8,0,28.8,94.3,76.4,3.6,3.5,19.5,3.4,0.6,25.7,7.9,0,0,0,0,1.5,2.3,1.1,2.6,1.1,2.5,1.4,3.4
"49-1988","1988","49",51394,1,23.8,1.2,2186.8,0.5,29.6,22.8,1.4,4193.1,0.5,28.5,22.5,0.6,2073.8,0,28.2,358.3,279,6.8,1.8,15.7,2,0.2,31.4,699.5,279,6.7,1.8,20.9,4.4,0.5,38.1,141.9,123.7,4.7,3.2,30.5,2.4,1.1,29.2,4.2,8.2,6.2,0.5,0,0,0,0,0,0,0,0,0,0.9,2.1,0,1,1,2.1,1,2,0.6,1.9,0.4,1.1,0.4,1.8,0.7,2,0.9,3.1,1.7,2.2,"West Pokot","Rift Valley","West Pokot","West Pokot",21160,3.42,72367,1,23.7,0.7,2178.9,0,29,160.6,145.1,5.9,3.5,25.5,3.5,1.6,36.4,5.3,0,0,0,0,0.9,1.2,0.8,2.6,1.1,2,1,1.6
"49-1989","1989","49",51394,1,22.9,0.9,2104.8,0,28.7,22.3,1,4100.3,0,27.8,22.8,0.5,2097.9,0,29,366.6,235,7.6,1.9,13.1,2.3,0,38.2,607.3,235,7.2,2.2,19.2,4.7,0.5,46.7,202.9,132.9,6.2,2.9,27.1,2.1,1.2,37.3,6.9,12.7,5.7,0,0,0,0,0,0,0,0,0,0,0.6,2.2,1,1.9,0.6,2.8,0.5,3.2,0.7,2.4,0.3,2.9,0.8,1.7,0.9,3.7,1,1.6,1,1.7,"West Pokot","Rift Valley","West Pokot","West Pokot",18698,3.6,67302,1,22.5,0.6,2073.8,0,28.2,141.9,123.7,4.7,3.2,30.5,2.4,1.1,29.2,6.2,0,0,0,0,0.4,1.8,0.7,2,0.9,3.1,1.7,2.2
"49-1990","1990","49",51394,1,23,0.7,2119.1,0,28.4,22.5,0.8,4146.5,0,27.9,22.9,0.7,2103.1,0,28.7,311.3,219.7,7.2,2.1,14.9,1.6,0.2,41.5,526.8,219.7,6.6,2.3,15.8,2.7,0.2,45.2,136.4,105.7,6.2,4.3,31.4,3.3,1.3,40.8,5.7,13.7,6.2,0,0,0,0,0,0,0,0,0,0,0.2,1.6,0,2,1,2.8,0.6,2.3,0,3.4,0.3,2.5,0.8,2.1,1,3.3,1,1,1.7,2.1,"West Pokot","Rift Valley","West Pokot","West Pokot",13788,2.3,31712,1,22.8,0.5,2097.9,0,29,202.9,132.9,6.2,2.9,27.1,2.1,1.2,37.3,5.7,0,0,0,0,0.8,1.7,0.9,3.7,1,1.6,1,1.7
"49-1991","1991","49",51394,1,23.8,0.8,2186.5,0.4,29.5,22.9,1.2,4211.1,0.4,28.2,22.6,0.7,2080.6,0,28.5,313.4,164.2,6.9,2.1,14,2.8,0.1,35.5,618.4,164.2,7.6,2.4,17.9,3.8,0.3,57.5,162,147.6,4.7,2.7,24.3,2.7,1.1,25.8,5.8,12,5.1,0.4,0,0,0,0,0,0,0,0,0,1.8,2,1,1.9,0.1,1.9,0.6,1.7,0.1,2.2,0.2,2.3,1,1.2,0.3,2.1,1,2.4,1,2.1,"West Pokot","Rift Valley","West Pokot","West Pokot",15000,3.15,47250,1,22.9,0.7,2103.1,0,28.7,136.4,105.7,6.2,4.3,31.4,3.3,1.3,40.8,6.2,0,0,0,0,0.8,2.1,1,3.3,1,1,1.7,2.1
"49-1992","1992","49",51394,1,24.1,1.1,2204,0.7,30.1,23,1.5,4219.1,0.7,28.6,22.8,0.5,2094.4,0,28.2,255.7,180.9,6.8,2.5,18.3,3,0.2,36.2,510.9,180.9,6.6,2.5,20.6,4.3,0.8,40.9,151.3,128.4,4.1,2.7,19,2,0.8,22.6,5.9,12.5,6.5,0.7,0,0,0,0,0,0,0,0,0,1.1,2.2,1,1.5,0.8,2.2,0.2,2.7,0.3,2.3,0.5,2.6,0.9,2.1,0.3,2.1,1.2,2.3,0.5,2.9,"West Pokot","Rift Valley","West Pokot","West Pokot",17104,3.6,61574.4,1,22.6,0.7,2080.6,0,28.5,162,147.6,4.7,2.7,24.3,2.7,1.1,25.8,5.1,0,0,0,0,1,1.2,0.3,2.1,1,2.4,1,2.1
"49-1993","1993","49",51394,1,23.5,0.8,2159.5,0.2,29.5,22.7,1,4185.1,0.2,28.4,23.3,0.5,2145.6,0,29.4,256.4,78.8,6.2,2.3,23.8,1.5,0.5,33,471.2,78.8,6,2.4,27.1,3.5,1.4,36.2,119.7,103,4.2,3.3,23.2,2.6,1.1,25.3,5.3,11.5,6.4,0.2,0,0,0,0,0,0,0,0,0,0.8,2.9,1,1.8,0.1,1.6,1,1.8,0.5,2,0.4,2.8,0.8,1.8,1,2.1,0.9,1.2,0.6,2.8,"West Pokot","Rift Valley","West Pokot","West Pokot",19480,1.35,26298,1,22.8,0.5,2094.4,0,28.2,151.3,128.4,4.1,2.7,19,2,0.8,22.6,6.5,0,0,0,0,0.9,2.1,0.3,2.1,1.2,2.3,0.5,2.9
"49-1994","1994","49",51394,1,23.7,0.9,2184.1,0.5,29.4,22.8,1.2,4203.5,0.5,28.2,22.7,0.6,2092.7,0,28.3,299.2,177.2,6.8,2.2,16.3,2.3,0.3,34.3,642.3,177.2,8.1,2.4,20.5,4,1.1,54.9,166.8,147.5,5.1,2.9,22,2,0.8,30.5,5.2,10.9,7.1,0.4,0.2,0,0,0,0,0,0,0,0,0.9,2.2,0.5,1.5,0.7,1.6,0.5,2.3,0.6,1.7,0.8,2.5,1.2,1.7,0.5,2.7,0.4,2.7,0.9,1.5,"West Pokot",NA,NA,NA,NA,NA,NA,NA,23.3,0.5,2145.6,0,29.4,119.7,103,4.2,3.3,23.2,2.6,1.1,25.3,6.4,0,0,0,0,0.8,1.8,1,2.1,0.9,1.2,0.6,2.8
"49-1995","1995","49",51394,1,23.7,0.7,2184.3,0,29.5,23,1,4238.2,0,28.6,22.9,0.5,2109.6,0,28.5,240.2,161.7,6.7,2.6,22.5,2.2,0.7,37.8,488.1,161.7,6.5,2.5,23.5,3.8,1,40.6,168.1,139.2,6,3.4,24.5,2.6,1.2,38.7,6.3,13.2,7.4,0,0,0,0,0,0,0,0,0,0,0.5,3.1,0.6,2,0.8,2.3,0.4,2.3,0.3,2.2,0.6,2.6,0.7,1.8,0.6,2.4,0.9,3.3,1.3,2.8,"West Pokot","Rift Valley","West Pokot","West Pokot",21400,2.52,53928,1,22.7,0.6,2092.7,0,28.3,166.8,147.5,5.1,2.9,22,2,0.8,30.5,7.1,0,0,0,0,1.2,1.7,0.5,2.7,0.4,2.7,0.9,1.5
"49-1996","1996","49",51394,1,23.7,0.8,2183.2,0,29.3,22.7,1.2,4176.3,0,27.9,23.2,0.7,2131.2,0,28.7,303.4,228.4,7.2,2.2,11.2,1.1,0,33.7,630.4,228.4,7.1,2.1,22.2,3.1,0.9,39.4,118.8,103.1,4.3,3.4,22.6,2.7,0.9,26.1,8.8,12.1,7.2,0,0,0,0,0,0,0,0,0,0,0.6,2.6,0,2.8,0.4,3.3,0.9,1,0.7,1.9,0.8,1.7,1.2,2.1,0.6,2.8,0.7,2.8,1,2.2,"West Pokot",NA,NA,NA,NA,NA,NA,NA,22.9,0.5,2109.6,0,28.5,168.1,139.2,6,3.4,24.5,2.6,1.2,38.7,7.4,0,0,0,0,0.7,1.8,0.6,2.4,0.9,3.3,1.3,2.8
"49-1997","1997","49",51394,1,23.4,1.4,2155.5,0.4,29.2,23,1.2,4225.7,0.4,28.4,22.7,0.8,2085.7,0,27.6,377.8,309.6,8.6,2.1,20.6,2.3,0.4,53,682.1,309.6,8.1,2.3,31.5,4.6,1.1,53.5,298,256.1,6.4,2,11.5,1.6,0,31.7,4.7,9.8,6.5,0.4,0,0,0,0,0,0,0,0,0,1.1,2,0,1,1.2,1.7,0.9,2.3,1,1.9,1,1.8,0.8,2.1,0,2,0,1.8,1.4,3,"West Pokot","Rift Valley","West Pokot","West Pokot",24000,1.44,34596,1,23.2,0.7,2131.2,0,28.7,118.8,103.1,4.3,3.4,22.6,2.7,0.9,26.1,7.2,0,0,0,0,1.2,2.1,0.6,2.8,0.7,2.8,1,2.2
